created,modified,gemeinde,faelle,infizierte,quelle
2020-04-19,2020-04-20,Flecken Adelebsen,5,,3256
2020-04-19,2020-04-20,Gemeinde Bad Grund (Harz),45,,3256
2020-04-19,2020-04-20,Stadt Bad Lauterberg im Harz,60,,3256
2020-04-19,2020-04-20,Flecken Bovenden,7,,3256
2020-04-19,2020-04-20,Stadt Bad Sachsa,48,,3256
2020-04-19,2020-04-20,Samtgemeinde Dransfeld,13,,3256
2020-04-19,2020-04-20,Stadt Duderstadt,22,,3256
2020-04-19,2020-04-20,Gemeinde Gleichen,6,,3256
2020-04-19,2020-04-20,Gemeinde Friedland,2,,3256
2020-04-19,2020-04-20,Samtgemeinde Gieboldehausen,17,,3256
2020-04-19,2020-04-20,Stadt Hann. Münden,14,,3256
2020-04-19,2020-04-20,Samtgemeinde Hattorf am Harz und Stadt Herzberg am Harz zusammen,209,,3256
2020-04-19,2020-04-20,Stadt Osterode am Harz,77,,3256
2020-04-19,2020-04-20,Gemeinde Rosdorf,8,,3256
2020-04-19,2020-04-20,Samtgemeinde Radolfshausen,2,,3256
2020-04-19,2020-04-20,Gemeinde Staufenberg,5,,3256
2020-04-19,2020-04-20,Gemeinde Walkenried,2,,3256
2020-04-25,2020-06-10,Flecken Adelebsen,6,,3286
2020-04-25,2020-06-10,Gemeinde Bad Grund (Harz),45,,3286
2020-04-25,2020-06-10,Stadt Bad Lauterberg im Harz,71,,3286
2020-04-25,2020-06-10,Stadt Bad Sachsa,63,,3286
2020-04-25,2020-06-10,Flecken Bovenden,7,,3286
2020-04-25,2020-06-10,Samtgemeinde Dransfeld,12,,3286
2020-04-25,2020-06-10,Stadt Duderstadt,24,,3286
2020-04-25,2020-06-10,Gemeinde Friedland,2,,3286
2020-04-25,2020-06-10,Samtgemeinde Gieboldehausen,19,,3286
2020-04-25,2020-06-10,Gemeinde Gleichen,6,,3286
2020-04-25,2020-06-10,Stadt Hann. Münden,16,,3286
2020-04-25,2020-06-10,Samtgemeinde Hattorf am Harz und Stadt Herzberg am Harz,228,,3286
2020-04-25,2020-06-10,Stadt Osterode am Harz,79,,3286
2020-04-25,2020-06-10,Samtgemeinde Radolfshausen,2,,3286
2020-04-25,2020-06-10,Gemeinde Rosdorf,8,,3286
2020-04-25,2020-06-10,Gemeinde Staufenberg,5,,3286
2020-04-25,2020-06-10,Gemeinde Walkenried,3,,3286
2020-04-27,,Flecken Adelebsen,6,,3292
2020-04-27,,Gemeinde Bad Grund (Harz),45,,3292
2020-04-27,,Stadt Bad Lauterberg im Harz,75,,3292
2020-04-27,,Stadt Bad Sachsa,70,,3292
2020-04-27,,Flecken Bovenden,7,,3292
2020-04-27,,Samtgemeinde Dransfeld,12,,3292
2020-04-27,,Stadt Duderstadt,24,,3292
2020-04-27,,Gemeinde Friedland,2,,3292
2020-04-27,,Samtgemeinde Gieboldehausen,19,,3292
2020-04-27,,Gemeinde Gleichen,6,,3292
2020-04-27,,Stadt Hann. Münden,16,,3292
2020-04-27,,Samtgemeinde Hattorf am Harz und Stadt Herzberg am Harz,229,,3292
2020-04-27,,Stadt Osterode am Harz,80,,3292
2020-04-27,,Samtgemeinde Radolfshausen,2,,3292
2020-04-27,,Gemeinde Rosdorf,8,,3292
2020-04-27,,Gemeinde Staufenberg,5,,3292
2020-04-27,,Gemeinde Walkenried,3,,3292
2020-04-29,,Flecken Adelebsen,6,,3300
2020-04-29,,Gemeinde Bad Grund (Harz),45,,3300
2020-04-29,,Stadt Bad Lauterberg im Harz,76,,3300
2020-04-29,,Stadt Bad Sachsa,74,,3300
2020-04-29,,Flecken Bovenden,7,,3300
2020-04-29,,Samtgemeinde Dransfeld,12,,3300
2020-04-29,,Stadt Duderstadt,24,,3300
2020-04-29,,Gemeinde Friedland,2,,3300
2020-04-29,,Samtgemeinde Gieboldehausen,19,,3300
2020-04-29,,Gemeinde Gleichen,6,,3300
2020-04-29,,Stadt Hann. Münden,16,,3300
2020-04-29,,Samtgemeinde Hattorf am Harz und Stadt Herzberg am Harz,235,,3300
2020-04-29,,Stadt Osterode am Harz,86,,3300
2020-04-29,,Samtgemeinde Radolfshausen,2,,3300
2020-04-29,,Gemeinde Rosdorf,8,,3300
2020-04-29,,Gemeinde Staufenberg,5,,3300
2020-04-29,,Gemeinde Walkenried,4,,3300
2020-05-01,2020-06-10,Flecken Adelebsen,6,,3307
2020-05-01,2020-06-10,Gemeinde Bad Grund (Harz),45,,3307
2020-05-01,2020-06-10,Stadt Bad Lauterberg im Harz,77,,3307
2020-05-01,2020-06-10,Stadt Bad Sachsa,74,,3307
2020-05-01,2020-06-10,Flecken Bovenden,7,,3307
2020-05-01,2020-06-10,Samtgemeinde Dransfeld,12,,3307
2020-05-01,2020-06-10,Stadt Duderstadt,24,,3307
2020-05-01,2020-06-10,Gemeinde Friedland,2,,3307
2020-05-01,2020-06-10,Samtgemeinde Gieboldehausen,19,,3307
2020-05-01,2020-06-10,Gemeinde Gleichen,6,,3307
2020-05-01,2020-06-10,Stadt Hann. Münden,16,,3307
2020-05-01,2020-06-10,Samtgemeinde Hattorf am Harz und Stadt Herzberg am Harz,245,,3307
2020-05-01,2020-06-10,Stadt Osterode am Harz,88,,3307
2020-05-01,2020-06-10,Samtgemeinde Radolfshausen,2,,3307
2020-05-01,2020-06-10,Gemeinde Rosdorf,8,,3307
2020-05-01,2020-06-10,Gemeinde Staufenberg,5,,3307
2020-05-01,2020-06-10,Gemeinde Walkenried,4,,3307
2020-05-01,2020-06-10,Flecken Adelebsen,6,,3308
2020-05-01,2020-06-10,Gemeinde Bad Grund (Harz),45,,3308
2020-05-01,2020-06-10,Stadt Bad Lauterberg im Harz,77,,3308
2020-05-01,2020-06-10,Stadt Bad Sachsa,74,,3308
2020-05-01,2020-06-10,Flecken Bovenden,7,,3308
2020-05-01,2020-06-10,Samtgemeinde Dransfeld,12,,3308
2020-05-01,2020-06-10,Stadt Duderstadt,24,,3308
2020-05-01,2020-06-10,Gemeinde Friedland,2,,3308
2020-05-01,2020-06-10,Samtgemeinde Gieboldehausen,19,,3308
2020-05-01,2020-06-10,Gemeinde Gleichen,6,,3308
2020-05-01,2020-06-10,Stadt Hann. Münden,16,,3308
2020-05-01,2020-06-10,Samtgemeinde Hattorf am Harz und Stadt Herzberg am Harz,245,,3308
2020-05-01,2020-06-10,Stadt Osterode am Harz,88,,3308
2020-05-01,2020-06-10,Samtgemeinde Radolfshausen,2,,3308
2020-05-01,2020-06-10,Gemeinde Rosdorf,8,,3308
2020-05-01,2020-06-10,Gemeinde Staufenberg,5,,3308
2020-05-01,2020-06-10,Gemeinde Walkenried,4,,3308
2020-05-03,2020-06-10,Flecken Adelebsen,6,,3312
2020-05-03,2020-06-10,Gemeinde Bad Grund (Harz),45,,3312
2020-05-03,2020-06-10,Stadt Bad Lauterberg im Harz,77,,3312
2020-05-03,2020-06-10,Stadt Bad Sachsa,74,,3312
2020-05-03,2020-06-10,Flecken Bovenden,7,,3312
2020-05-03,2020-06-10,Samtgemeinde Dransfeld,12,,3312
2020-05-03,2020-06-10,Stadt Duderstadt,24,,3312
2020-05-03,2020-06-10,Gemeinde Friedland,2,,3312
2020-05-03,2020-06-10,Samtgemeinde Gieboldehausen,19,,3312
2020-05-03,2020-06-10,Gemeinde Gleichen,6,,3312
2020-05-03,2020-06-10,Stadt Hann. Münden,16,,3312
2020-05-03,2020-06-10,Samtgemeinde Hattorf am Harz und Stadt Herzberg am Harz,242,,3312
2020-05-03,2020-06-10,Stadt Osterode am Harz,88,,3312
2020-05-03,2020-06-10,Samtgemeinde Radolfshausen,2,,3312
2020-05-03,2020-06-10,Gemeinde Rosdorf,8,,3312
2020-05-03,2020-06-10,Gemeinde Staufenberg,5,,3312
2020-05-03,2020-06-10,Gemeinde Walkenried,4,,3312
2020-05-05,,Flecken Adelebsen,6,3,3321
2020-05-05,,Gemeinde Bad Grund (Harz),45,8,3321
2020-05-05,,Stadt Bad Lauterberg im Harz,77,15,3321
2020-05-05,,Stadt Bad Sachsa,74,22,3321
2020-05-05,,Flecken Bovenden,7,2,3321
2020-05-05,,Samtgemeinde Dransfeld,12,1,3321
2020-05-05,,Stadt Duderstadt,24,4,3321
2020-05-05,,Gemeinde Friedland,2,1,3321
2020-05-05,,Samtgemeinde Gieboldehausen,19,6,3321
2020-05-05,,Gemeinde Gleichen,6,0,3321
2020-05-05,,Stadt Göttingen,165,26,3321
2020-05-05,,Stadt Hann. Münden,16,2,3321
2020-05-06,,Flecken Adelebsen,6,3,3329
2020-05-06,,Gemeinde Bad Grund (Harz),45,8,3329
2020-05-06,,Stadt Bad Lauterberg im Harz,78,15,3329
2020-05-06,,Stadt Bad Sachsa,74,20,3329
2020-05-06,,Flecken Bovenden,7,2,3329
2020-05-06,,Samtgemeinde Dransfeld,12,1,3329
2020-05-07,,Flecken Adelebsen,6,3,3333
2020-05-07,,Gemeinde Bad Grund (Harz),45,8,3333
2020-05-07,,Stadt Bad Lauterberg im Harz,78,12,3333
2020-05-07,,Stadt Bad Sachsa,74,19,3333
2020-05-07,,Flecken Bovenden,7,2,3333
2020-05-07,,Samtgemeinde Dransfeld,12,1,3333
2020-05-08,,Flecken Adelebsen,6,3,3340
2020-05-08,,Gemeinde Bad Grund (Harz),45,8,3340
2020-05-08,,Stadt Bad Lauterberg im Harz,78,12,3340
2020-05-08,,Stadt Bad Sachsa,74,19,3340
2020-05-08,,Flecken Bovenden,7,2,3340
2020-05-08,,Samtgemeinde Dransfeld,12,1,3340
2020-05-09,2020-05-10,Flecken Adelebsen,7,4,3341
2020-05-09,2020-05-10,Gemeinde Bad Grund (Harz),45,7,3341
2020-05-09,2020-05-10,Stadt Bad Lauterberg im Harz,78,10,3341
2020-05-09,2020-05-10,Stadt Bad Sachsa,75,9,3341
2020-05-09,2020-05-10,Flecken Bovenden,8,3,3341
2020-05-09,2020-05-10,Samtgemeinde Dransfeld,12,1,3341
2020-05-09,2020-05-10,Stadt Duderstadt,24,2,3341
2020-05-09,2020-05-10,Gemeinde Friedland,2,1,3341
2020-05-09,2020-05-10,Samtgemeinde Gieboldehausen,19,5,3341
2020-05-09,2020-05-10,Gemeinde Gleichen,6,0,3341
2020-05-09,2020-05-10,Stadt Göttingen,171,26,3341
2020-05-09,2020-05-10,Stadt Hann. Münden,16,1,3341
2020-05-09,2020-05-10,Samtgemeinde Hattorf am Harz,43,7,3341
2020-05-09,2020-05-10,Stadt Herzberg am Harz,202,25,3341
2020-05-09,2020-05-10,Stadt Osterode am Harz,92,23,3341
2020-05-09,2020-05-10,Samtgemeinde Radolfshausen,2,0,3341
2020-05-09,2020-05-10,Gemeinde Rosdorf,8,0,3341
2020-05-09,2020-05-10,Gemeinde Staufenberg,5,1,3341
2020-05-09,2020-05-10,Gemeinde Walkenried,4,1,3341
2020-05-10,2020-06-10,Flecken Adelebsen,7,4,3342
2020-05-10,2020-06-10,Gemeinde Bad Grund (Harz),45,6,3342
2020-05-10,2020-06-10,Stadt Bad Lauterberg im Harz,78,10,3342
2020-05-10,2020-06-10,Stadt Bad Sachsa,76,10,3342
2020-05-10,2020-06-10,Flecken Bovenden,8,3,3342
2020-05-10,2020-06-10,Samtgemeinde Dransfeld,12,1,3342
2020-05-10,2020-06-10,Stadt Duderstadt,24,2,3342
2020-05-10,2020-06-10,Gemeinde Friedland,2,1,3342
2020-05-10,2020-06-10,Samtgemeinde Gieboldehausen,19,5,3342
2020-05-10,2020-06-10,Gemeinde Gleichen,6,0,3342
2020-05-10,2020-06-10,Stadt Göttingen,171,26,3342
2020-05-10,2020-06-10,Stadt Hann. Münden,16,1,3342
2020-05-10,2020-06-10,Samtgemeinde Hattorf am Harz,43,7,3342
2020-05-10,2020-06-10,Stadt Herzberg am Harz,204,26,3342
2020-05-10,2020-06-10,Stadt Osterode am Harz,92,23,3342
2020-05-10,2020-06-10,Samtgemeinde Radolfshausen,2,0,3342
2020-05-10,2020-06-10,Gemeinde Rosdorf,8,0,3342
2020-05-10,2020-06-10,Gemeinde Staufenberg,5,1,3342
2020-05-10,2020-06-10,Gemeinde Walkenried,4,1,3342
2020-05-11,,Flecken Adelebsen,7,4,3347
2020-05-11,,Gemeinde Bad Grund (Harz),45,6,3347
2020-05-11,,Stadt Bad Lauterberg im Harz,78,10,3347
2020-05-11,,Stadt Bad Sachsa,76,10,3347
2020-05-11,,Flecken Bovenden,8,3,3347
2020-05-11,,Samtgemeinde Dransfeld,12,1,3347
2020-05-12,,Flecken Adelebsen,7,4,3351
2020-05-12,,Gemeinde Bad Grund (Harz),45,4,3351
2020-05-12,,Stadt Bad Lauterberg im Harz,78,8,3351
2020-05-12,,Stadt Bad Sachsa,76,10,3351
2020-05-12,,Flecken Bovenden,8,3,3351
2020-05-12,,Samtgemeinde Dransfeld,12,1,3351
2020-05-12,,Stadt Duderstadt,24,1,3351
2020-05-12,,Gemeinde Friedland,2,1,3351
2020-05-12,,Samtgemeinde Gieboldehausen,19,5,3351
2020-05-12,,Gemeinde Gleichen,6,0,3351
2020-05-12,,Stadt Göttingen,171,25,3351
2020-05-12,,Stadt Hann. Münden,16,1,3351
2020-05-12,,Samtgemeinde Hattorf am Harz,43,7,3351
2020-05-12,,Stadt Herzberg am Harz,205,22,3351
2020-05-12,,Stadt Osterode am Harz,92,19,3351
2020-05-12,,Samtgemeinde Radolfshausen,2,0,3351
2020-05-12,,Gemeinde Rosdorf,8,0,3351
2020-05-12,,Gemeinde Staufenberg,5,1,3351
2020-05-12,,Gemeinde Walkenried,4,0,3351
2020-05-13,2020-05-15,Flecken Adelebsen,6,3,3361
2020-05-13,2020-05-15,Gemeinde Bad Grund (Harz),45,4,3361
2020-05-13,2020-05-15,Stadt Bad Lauterberg im Harz,81,10,3361
2020-05-13,2020-05-15,Stadt Bad Sachsa,76,9,3361
2020-05-13,2020-05-15,Flecken Bovenden,8,3,3361
2020-05-13,2020-05-15,Samtgemeinde Dransfeld,12,1,3361
2020-05-14,,Flecken Adelebsen,6,3,3372
2020-05-14,,Gemeinde Bad Grund (Harz),45,4,3372
2020-05-14,,Stadt Bad Lauterberg im Harz,81,10,3372
2020-05-14,,Stadt Bad Sachsa,76,9,3372
2020-05-14,,Flecken Bovenden,7,2,3372
2020-05-14,,Samtgemeinde Dransfeld,12,1,3372
2020-05-15,,Flecken Adelebsen,6,3,3377
2020-05-15,,Gemeinde Bad Grund (Harz),45,4,3377
2020-05-15,,Stadt Bad Lauterberg im Harz,82,9,3377
2020-05-15,,Stadt Bad Sachsa,76,8,3377
2020-05-15,,Flecken Bovenden,7,2,3377
2020-05-15,,Samtgemeinde Dransfeld,12,1,3377
2020-05-15,,Stadt Duderstadt,25,2,3377
2020-05-15,,Gemeinde Friedland,2,1,3377
2020-05-15,,Samtgemeinde Gieboldehausen,20,6,3377
2020-05-15,,Gemeinde Gleichen,6,0,3377
2020-05-15,,Stadt Göttingen,170,23,3377
2020-05-15,,Stadt Hann. Münden,16,0,3377
2020-05-15,,Samtgemeinde Hattorf am Harz,43,6,3377
2020-05-15,,Stadt Herzberg am Harz,206,18,3377
2020-05-15,,Stadt Osterode am Harz,92,17,3377
2020-05-15,,Samtgemeinde Radolfshausen,2,0,3377
2020-05-15,,Gemeinde Rosdorf,8,0,3377
2020-05-15,,Gemeinde Staufenberg,5,1,3377
2020-05-15,,Gemeinde Walkenried,4,0,3377
2020-05-17,2020-06-10,Flecken Adelebsen,6,3,3380
2020-05-17,2020-06-10,Gemeinde Bad Grund (Harz),45,4,3380
2020-05-17,2020-06-10,Stadt Bad Lauterberg im Harz,84,10,3380
2020-05-17,2020-06-10,Stadt Bad Sachsa,76,5,3380
2020-05-17,2020-06-10,Flecken Bovenden,7,2,3380
2020-05-17,2020-06-10,Samtgemeinde Dransfeld,12,1,3380
2020-05-17,2020-06-10,Stadt Duderstadt,25,2,3380
2020-05-17,2020-06-10,Gemeinde Friedland,2,1,3380
2020-05-17,2020-06-10,Samtgemeinde Gieboldehausen,20,5,3380
2020-05-17,2020-06-10,Gemeinde Gleichen,6,0,3380
2020-05-17,2020-06-10,Stadt Göttingen,171,24,3380
2020-05-17,2020-06-10,Stadt Hann. Münden,16,0,3380
2020-05-17,2020-06-10,Samtgemeinde Hattorf am Harz,43,6,3380
2020-05-17,2020-06-10,Stadt Herzberg am Harz,207,17,3380
2020-05-17,2020-06-10,Stadt Osterode am Harz,94,17,3380
2020-05-17,2020-06-10,Samtgemeinde Radolfshausen,2,0,3380
2020-05-17,2020-06-10,Gemeinde Rosdorf,8,0,3380
2020-05-17,2020-06-10,Gemeinde Staufenberg,5,1,3380
2020-05-17,2020-06-10,Gemeinde Walkenried,4,0,3380
2020-05-18,2020-06-10,Flecken Adelebsen,6,3,3382
2020-05-18,2020-06-10,Gemeinde Bad Grund (Harz),45,4,3382
2020-05-18,2020-06-10,Stadt Bad Lauterberg im Harz,84,10,3382
2020-05-18,2020-06-10,Stadt Bad Sachsa,76,5,3382
2020-05-18,2020-06-10,Flecken Bovenden,7,2,3382
2020-05-18,2020-06-10,Samtgemeinde Dransfeld,12,1,3382
2020-05-19,,Flecken Adelebsen,6,3,3397
2020-05-19,,Gemeinde Bad Grund (Harz),45,4,3397
2020-05-19,,Stadt Bad Lauterberg im Harz,83,9,3397
2020-05-19,,Stadt Bad Sachsa,76,4,3397
2020-05-19,,Flecken Bovenden,7,2,3397
2020-05-19,,Samtgemeinde Dransfeld,12,1,3397
2020-05-20,,Flecken Adelebsen,6,3,3403
2020-05-20,,Gemeinde Bad Grund (Harz),45,4,3403
2020-05-20,,Stadt Bad Lauterberg im Harz,83,9,3403
2020-05-20,,Stadt Bad Sachsa,76,4,3403
2020-05-20,,Flecken Bovenden,7,2,3403
2020-05-20,,Samtgemeinde Dransfeld,12,1,3403
2020-05-21,2020-06-10,Flecken Adelebsen,6,3,3404
2020-05-21,2020-06-10,Gemeinde Bad Grund (Harz),45,4,3404
2020-05-21,2020-06-10,Stadt Bad Lauterberg im Harz,83,9,3404
2020-05-21,2020-06-10,Stadt Bad Sachsa,76,4,3404
2020-05-21,2020-06-10,Flecken Bovenden,7,2,3404
2020-05-21,2020-06-10,Samtgemeinde Dransfeld,12,1,3404
2020-05-21,2020-06-10,Stadt Duderstadt,25,2,3404
2020-05-21,2020-06-10,Gemeinde Friedland,2,0,3404
2020-05-21,2020-06-10,Samtgemeinde Gieboldehausen,20,4,3404
2020-05-21,2020-06-10,Gemeinde Gleichen,6,0,3404
2020-05-21,2020-06-10,Stadt Göttingen,173,23,3404
2020-05-21,2020-06-10,Stadt Hann. Münden,16,0,3404
2020-05-21,2020-06-10,Samtgemeinde Hattorf am Harz,43,6,3404
2020-05-21,2020-06-10,Stadt Herzberg am Harz,207,16,3404
2020-05-21,2020-06-10,Stadt Osterode am Harz,95,15,3404
2020-05-21,2020-06-10,Samtgemeinde Radolfshausen,2,0,3404
2020-05-21,2020-06-10,Gemeinde Rosdorf,14,6,3404
2020-05-21,2020-06-10,Gemeinde Staufenberg,5,1,3404
2020-05-21,2020-06-10,Gemeinde Walkenried,4,0,3404
2020-05-23,2020-06-10,Flecken Adelebsen,6,3,3407
2020-05-23,2020-06-10,Gemeinde Bad Grund (Harz),45,4,3407
2020-05-23,2020-06-10,Stadt Bad Lauterberg im Harz,83,9,3407
2020-05-23,2020-06-10,Stadt Bad Sachsa,76,4,3407
2020-05-23,2020-06-10,Flecken Bovenden,7,2,3407
2020-05-23,2020-06-10,Samtgemeinde Dransfeld,12,1,3407
2020-05-23,2020-06-10,Stadt Duderstadt,25,2,3407
2020-05-23,2020-06-10,Gemeinde Friedland,2,0,3407
2020-05-23,2020-06-10,Samtgemeinde Gieboldehausen,20,4,3407
2020-05-23,2020-06-10,Gemeinde Gleichen,6,0,3407
2020-05-23,2020-06-10,Stadt Göttingen,175,24,3407
2020-05-23,2020-06-10,Stadt Hann. Münden,16,0,3407
2020-05-23,2020-06-10,Samtgemeinde Hattorf am Harz,43,6,3407
2020-05-23,2020-06-10,Stadt Herzberg am Harz,207,16,3407
2020-05-23,2020-06-10,Stadt Osterode am Harz,96,16,3407
2020-05-23,2020-06-10,Samtgemeinde Radolfshausen,2,0,3407
2020-05-23,2020-06-10,Gemeinde Rosdorf,14,6,3407
2020-05-23,2020-06-10,Gemeinde Staufenberg,5,1,3407
2020-05-23,2020-06-10,Gemeinde Walkenried,4,0,3407
2020-05-24,2020-06-10,Flecken Adelebsen,6,2,3408
2020-05-24,2020-06-10,Gemeinde Bad Grund (Harz),45,4,3408
2020-05-24,2020-06-10,Stadt Bad Lauterberg im Harz,83,8,3408
2020-05-24,2020-06-10,Stadt Bad Sachsa,76,4,3408
2020-05-24,2020-06-10,Flecken Bovenden,7,2,3408
2020-05-24,2020-06-10,Samtgemeinde Dransfeld,12,1,3408
2020-05-24,2020-06-10,Stadt Duderstadt,25,2,3408
2020-05-24,2020-06-10,Gemeinde Friedland,2,0,3408
2020-05-24,2020-06-10,Samtgemeinde Gieboldehausen,20,4,3408
2020-05-24,2020-06-10,Gemeinde Gleichen,6,0,3408
2020-05-24,2020-06-10,Stadt Göttingen,175,22,3408
2020-05-24,2020-06-10,Stadt Hann. Münden,16,0,3408
2020-05-24,2020-06-10,Samtgemeinde Hattorf am Harz,43,5,3408
2020-05-24,2020-06-10,Stadt Herzberg am Harz,207,15,3408
2020-05-24,2020-06-10,Stadt Osterode am Harz,96,16,3408
2020-05-24,2020-06-10,Samtgemeinde Radolfshausen,2,0,3408
2020-05-24,2020-06-10,Gemeinde Rosdorf,15,7,3408
2020-05-24,2020-06-10,Gemeinde Staufenberg,5,1,3408
2020-05-24,2020-06-10,Gemeinde Walkenried,4,0,3408
2020-05-25,2020-05-26,Flecken Adelebsen,6,2,3411
2020-05-25,2020-05-26,Gemeinde Bad Grund (Harz),45,4,3411
2020-05-25,2020-05-26,Stadt Bad Lauterberg im Harz,83,8,3411
2020-05-25,2020-05-26,Stadt Bad Sachsa,76,4,3411
2020-05-25,2020-05-26,Flecken Bovenden,7,2,3411
2020-05-25,2020-05-26,Samtgemeinde Dransfeld,12,1,3411
2020-05-26,,Flecken Adelebsen,6,2,3418
2020-05-26,,Gemeinde Bad Grund (Harz),45,4,3418
2020-05-26,,Stadt Bad Lauterberg im Harz,83,6,3418
2020-05-26,,Stadt Bad Sachsa,76,4,3418
2020-05-26,,Flecken Bovenden,7,2,3418
2020-05-26,,Samtgemeinde Dransfeld,12,0,3418
2020-05-27,,Flecken Adelebsen,6,2,3424
2020-05-27,,Gemeinde Bad Grund (Harz),45,4,3424
2020-05-27,,Stadt Bad Lauterberg im Harz,83,6,3424
2020-05-27,,Stadt Bad Sachsa,76,4,3424
2020-05-27,,Flecken Bovenden,7,2,3424
2020-05-27,,Samtgemeinde Dransfeld,12,0,3424
2020-05-28,,Flecken Adelebsen,6,2,3438
2020-05-28,,Gemeinde Bad Grund (Harz),45,4,3438
2020-05-28,,Stadt Bad Lauterberg im Harz,83,6,3438
2020-05-28,,Stadt Bad Sachsa,76,4,3438
2020-05-28,,Flecken Bovenden,7,2,3438
2020-05-28,,Samtgemeinde Dransfeld,12,0,3438
2020-05-29,,Flecken Adelebsen,6,2,3440
2020-05-29,,Gemeinde Bad Grund (Harz),45,4,3440
2020-05-29,,Stadt Bad Lauterberg im Harz,83,6,3440
2020-05-29,,Stadt Bad Sachsa,76,4,3440
2020-05-29,,Flecken Bovenden,8,3,3440
2020-05-29,,Samtgemeinde Dransfeld,12,0,3440
2020-05-29,,Stadt Duderstadt,25,1,3440
2020-05-29,,Gemeinde Friedland,2,0,3440
2020-05-29,,Samtgemeinde Gieboldehausen,21,5,3440
2020-05-29,,Gemeinde Gleichen,6,0,3440
2020-05-29,,Stadt Göttingen,185,24,3440
2020-05-29,,Stadt Hann. Münden,16,0,3440
2020-05-29,,Samtgemeinde Hattorf am Harz,43,5,3440
2020-05-29,,Stadt Herzberg am Harz,207,10,3440
2020-05-29,,Stadt Osterode am Harz,97,12,3440
2020-05-29,,Samtgemeinde Radolfshausen,2,0,3440
2020-05-29,,Gemeinde Rosdorf,15,6,3440
2020-05-29,,Gemeinde Staufenberg,5,1,3440
2020-05-29,,Gemeinde Walkenried,4,0,3440
2020-05-30,,Flecken Adelebsen,6,2,3442
2020-05-30,,Gemeinde Bad Grund (Harz),45,4,3442
2020-05-30,,Stadt Bad Lauterberg im Harz,83,4,3442
2020-05-30,,Stadt Bad Sachsa,76,4,3442
2020-05-30,,Flecken Bovenden,8,3,3442
2020-05-30,,Samtgemeinde Dransfeld,12,0,3442
2020-05-30,,Stadt Duderstadt,25,1,3442
2020-05-30,,Gemeinde Friedland,2,0,3442
2020-05-30,,Samtgemeinde Gieboldehausen,23,7,3442
2020-05-30,,Gemeinde Gleichen,7,1,3442
2020-05-30,,Stadt Göttingen,200,39,3442
2020-05-30,,Stadt Hann. Münden,16,0,3442
2020-05-30,,Samtgemeinde Hattorf am Harz,43,4,3442
2020-05-30,,Stadt Herzberg am Harz,207,10,3442
2020-05-30,,Stadt Osterode am Harz,97,12,3442
2020-05-30,,Samtgemeinde Radolfshausen,4,2,3442
2020-05-30,,Gemeinde Rosdorf,15,6,3442
2020-05-30,,Gemeinde Staufenberg,5,1,3442
2020-05-30,,Gemeinde Walkenried,4,0,3442
2020-05-31,,Flecken Adelebsen,6,2,3444
2020-05-31,,Gemeinde Bad Grund (Harz),45,4,3444
2020-05-31,,Stadt Bad Lauterberg im Harz,83,4,3444
2020-05-31,,Stadt Bad Sachsa,76,3,3444
2020-05-31,,Flecken Bovenden,8,3,3444
2020-05-31,,Samtgemeinde Dransfeld,12,0,3444
2020-05-31,,Stadt Duderstadt,26,2,3444
2020-05-31,,Gemeinde Friedland,2,0,3444
2020-05-31,,Samtgemeinde Gieboldehausen,23,7,3444
2020-05-31,,Gemeinde Gleichen,7,1,3444
2020-05-31,,Stadt Göttingen,205,44,3444
2020-05-31,,Stadt Hann. Münden,16,0,3444
2020-05-31,,Samtgemeinde Hattorf am Harz,43,4,3444
2020-05-31,,Stadt Herzberg am Harz,207,10,3444
2020-05-31,,Stadt Osterode am Harz,97,12,3444
2020-05-31,,Samtgemeinde Radolfshausen,4,2,3444
2020-05-31,,Gemeinde Rosdorf,15,6,3444
2020-05-31,,Gemeinde Staufenberg,5,1,3444
2020-05-31,,Gemeinde Walkenried,4,0,3444
2020-06-01,,Flecken Adelebsen,6,2,3446
2020-06-01,,Gemeinde Bad Grund (Harz),45,4,3446
2020-06-01,,Stadt Bad Lauterberg im Harz,83,4,3446
2020-06-01,,Stadt Bad Sachsa,76,3,3446
2020-06-01,,Flecken Bovenden,8,3,3446
2020-06-01,,Samtgemeinde Dransfeld,12,0,3446
2020-06-01,,Stadt Duderstadt,26,2,3446
2020-06-01,,Gemeinde Friedland,2,0,3446
2020-06-01,,Samtgemeinde Gieboldehausen,23,6,3446
2020-06-01,,Gemeinde Gleichen,7,1,3446
2020-06-01,,Stadt Göttingen,206,45,3446
2020-06-01,,Stadt Hann. Münden,16,0,3446
2020-06-01,,Samtgemeinde Hattorf am Harz,43,4,3446
2020-06-01,,Stadt Herzberg am Harz,207,10,3446
2020-06-01,,Stadt Osterode am Harz,97,12,3446
2020-06-01,,Samtgemeinde Radolfshausen,4,2,3446
2020-06-01,,Gemeinde Rosdorf,16,7,3446
2020-06-01,,Gemeinde Staufenberg,5,1,3446
2020-06-01,,Gemeinde Walkenried,4,0,3446
2020-06-02,,Flecken Adelebsen,6,2,3449
2020-06-02,,Gemeinde Bad Grund (Harz),45,4,3449
2020-06-02,,Stadt Bad Lauterberg im Harz,83,4,3449
2020-06-02,,Stadt Bad Sachsa,76,3,3449
2020-06-02,,Flecken Bovenden,8,3,3449
2020-06-02,,Samtgemeinde Dransfeld,12,0,3449
